service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12025141,0,0,0,0,0,0,0,20160507,20160714
12025140,0,0,0,0,0,0,0,20160703,20160724
2025137,0,0,0,0,0,0,0,20160222,20160630
2025136,0,0,0,0,0,0,0,20160704,20160712
2025138,0,0,0,0,0,0,0,20160130,20160625
2025140,0,0,0,0,0,0,0,20160702,20160723
2025141,0,0,0,0,0,0,0,20160506,20160713
2025142,0,0,0,0,0,0,0,20160129,20160527
2025143,0,0,0,0,0,0,0,20160715,20160722
2025145,0,0,0,0,0,0,0,20160226,20160624
12025142,0,0,0,0,0,0,0,20160130,20160528
12025143,0,0,0,0,0,0,0,20160716,20160723
11539813,0,0,0,0,0,0,0,20160622,20160622
12025145,0,0,0,0,0,0,0,20160227,20160625
1539813,0,0,0,0,0,0,0,20160621,20160621
2025135,0,0,0,0,0,0,0,20160718,20160725
12025133,0,0,0,0,0,0,0,20160704,20160725
12025134,0,0,0,0,0,0,0,20160128,20160601
2025134,0,0,0,0,0,0,0,20160127,20160531
2025133,0,0,0,0,0,0,0,20160703,20160724
12025131,0,0,0,0,0,0,0,20160201,20160627
2025132,0,0,0,0,0,0,0,20160327,20160515
12025132,0,0,0,0,0,0,0,20160328,20160516
2025131,0,0,0,0,0,0,0,20160131,20160626
12025137,0,0,0,0,0,0,0,20160223,20160701
12025138,0,0,0,0,0,0,0,20160131,20160626
12025135,0,0,0,0,0,0,0,20160719,20160726
12025136,0,0,0,0,0,0,0,20160705,20160713
