service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2025118,0,0,0,0,0,0,0,20160222,20160630
2025119,0,0,0,0,0,0,0,20160130,20160528
2025114,0,0,0,0,0,0,0,20160327,20160515
2025115,0,0,0,0,0,0,0,20160127,20160414
2025117,0,0,0,0,0,0,0,20160704,20160725
2025122,0,0,0,0,0,0,0,20160129,20160415
12025120,0,0,0,0,0,0,0,20160605,20160724
2025121,0,0,0,0,0,0,0,20160506,20160715
12025121,0,0,0,0,0,0,0,20160507,20160716
12025122,0,0,0,0,0,0,0,20160130,20160416
2025124,0,0,0,0,0,0,0,20160226,20160624
2025123,0,0,0,0,0,0,0,20160701,20160722
12025123,0,0,0,0,0,0,0,20160702,20160723
12025124,0,0,0,0,0,0,0,20160227,20160625
2025120,0,0,0,0,0,0,0,20160604,20160723
12025114,0,0,0,0,0,0,0,20160328,20160516
12025113,0,0,0,0,0,0,0,20160715,20160715
12025115,0,0,0,0,0,0,0,20160128,20160415
12025112,0,0,0,0,0,0,0,20160201,20160530
12025111,0,0,0,0,0,0,0,20160606,20160725
12025118,0,0,0,0,0,0,0,20160223,20160701
12025117,0,0,0,0,0,0,0,20160705,20160726
12025119,0,0,0,0,0,0,0,20160131,20160529
2025113,0,0,0,0,0,0,0,20160714,20160714
2025112,0,0,0,0,0,0,0,20160131,20160529
2025111,0,0,0,0,0,0,0,20160605,20160724
